Accession,ID,Protein Name,Gene Names,Organism,Taxonomy ID,Length
A0A2G8TLI2,A0A2G8TLI2_9BURK,Bifunctional protein GlmU,glmU,Massilia eurypsychrophila,1485217,458
A0A2G8TLW3,A0A2G8TLW3_9BURK,Glycerol-3-phosphate dehydrogenase [NAD(P)+],gpsA,Massilia eurypsychrophila,1485217,344
A0A2G8T7P8,A0A2G8T7P8_9BURK,Phospholipase A1,,Massilia eurypsychrophila,1485217,360
A0A2G8T7Q5,A0A2G8T7Q5_9BURK,DNA-directed RNA polymerase subunit beta,rpoB,Massilia eurypsychrophila,1485217,1368
A0A2G8T7Q6,A0A2G8T7Q6_9BURK,Bifunctional adenosylcobalamin biosynthesis protein,,Massilia eurypsychrophila,1485217,185
A0A2G8T7R3,A0A2G8T7R3_9BURK,DNA-directed RNA polymerase subunit beta',rpoC,Massilia eurypsychrophila,1485217,1413
A0A2G8T7U9,A0A2G8T7U9_9BURK,Bifunctional chorismate mutase/prephenate dehydratase,,Massilia eurypsychrophila,1485217,356
A0A2G8T7V0,A0A2G8T7V0_9BURK,Phosphoserine aminotransferase,serC,Massilia eurypsychrophila,1485217,362
A0A2G8T7X2,A0A2G8T7X2_9BURK,Ubiquinone biosynthesis O-methyltransferase,ubiG,Massilia eurypsychrophila,1485217,231
A0A2G8T811,A0A2G8T811_9BURK,Adenosylcobinamide-GDP ribazoletransferase,cobS,Massilia eurypsychrophila,1485217,260
A0A2G8T824,A0A2G8T824_9BURK,DNA gyrase subunit A,gyrA,Massilia eurypsychrophila,1485217,870
A0A2G8T832,A0A2G8T832_9BURK,Uridine kinase,udk,Massilia eurypsychrophila,1485217,213
A0A2G8T840,A0A2G8T840_9BURK,3-phosphoshikimate 1-carboxyvinyltransferase,aroA,Massilia eurypsychrophila,1485217,445
A0A2G8T851,A0A2G8T851_9BURK,Acetyltransferase component of pyruvate dehydrogenase complex,aceF,Massilia eurypsychrophila,1485217,466
A0A2G8T8B5,A0A2G8T8B5_9BURK,Phosphoribosylglycinamide formyltransferase,purN,Massilia eurypsychrophila,1485217,198
A0A2G8T8B8,A0A2G8T8B8_9BURK,S-adenosylmethionine synthase,metK,Massilia eurypsychrophila,1485217,388
A0A2G8T8C0,A0A2G8T8C0_9BURK,Adenosylhomocysteinase,ahcY,Massilia eurypsychrophila,1485217,471
A0A2G8T8K1,A0A2G8T8K1_9BURK,Diaminopimelate epimerase,dapF,Massilia eurypsychrophila,1485217,287
A0A2G8T8M6,A0A2G8T8M6_9BURK,Glucokinase,glk,Massilia eurypsychrophila,1485217,615
A0A2G8T8N1,A0A2G8T8N1_9BURK,tRNA-cytidine(32) 2-sulfurtransferase,ttcA,Massilia eurypsychrophila,1485217,306
A0A2G8T8R4,A0A2G8T8R4_9BURK,Dihydroxy-acid dehydratase,ilvD,Massilia eurypsychrophila,1485217,561
A0A2G8T8U3,A0A2G8T8U3_9BURK,Chaperonin GroEL,groL,Massilia eurypsychrophila,1485217,549
A0A2G8T8U6,A0A2G8T8U6_9BURK,,,Massilia eurypsychrophila,1485217,739
A0A2G8T8U8,A0A2G8T8U8_9BURK,ATP-dependent RNA helicase DeaD,deaD,Massilia eurypsychrophila,1485217,610
A0A2G8T8V7,A0A2G8T8V7_9BURK,Corrinoid adenosyltransferase,cobO,Massilia eurypsychrophila,1485217,208
A0A2G8T8V8,A0A2G8T8V8_9BURK,Glucokinase,glk,Massilia eurypsychrophila,1485217,618
A0A2G8T8Y0,A0A2G8T8Y0_9BURK,Bifunctional protein FolD,folD,Massilia eurypsychrophila,1485217,286
A0A2G8T8Z2,A0A2G8T8Z2_9BURK,RNA polymerase sigma factor RpoS,rpoS,Massilia eurypsychrophila,1485217,338
A0A2G8T909,A0A2G8T909_9BURK,Succinate dehydrogenase flavoprotein subunit,,Massilia eurypsychrophila,1485217,592
A0A2G8T915,A0A2G8T915_9BURK,Adenylosuccinate synthetase,purA,Massilia eurypsychrophila,1485217,437
A0A2G8T925,A0A2G8T925_9BURK,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),ispG,Massilia eurypsychrophila,1485217,419
A0A2G8T951,A0A2G8T951_9BURK,FMN dependent NADH:quinone oxidoreductase,azoR,Massilia eurypsychrophila,1485217,199
A0A2G8T960,A0A2G8T960_9BURK,Protein-L-isoaspartate O-methyltransferase,pcm,Massilia eurypsychrophila,1485217,292
A0A2G8T988,A0A2G8T988_9BURK,Aminopeptidase N,pepN,Massilia eurypsychrophila,1485217,880
A0A2G8T9A2,A0A2G8T9A2_9BURK,Urease subunit alpha,ureC,Massilia eurypsychrophila,1485217,566
A0A2G8T9N9,A0A2G8T9N9_9BURK,Lipoprotein signal peptidase,lspA,Massilia eurypsychrophila,1485217,172
A0A2G8T9Q1,A0A2G8T9Q1_9BURK,Riboflavin biosynthesis protein,,Massilia eurypsychrophila,1485217,323
A0A2G8T9Q2,A0A2G8T9Q2_9BURK,"GTP 3',8-cyclase",moaA,Massilia eurypsychrophila,1485217,369
A0A2G8T9Q8,A0A2G8T9Q8_9BURK,Isoleucine--tRNA ligase,ileS,Massilia eurypsychrophila,1485217,960
A0A2G8T9T0,A0A2G8T9T0_9BURK,Thiol:disulfide interchange protein DsbD,dsbD,Massilia eurypsychrophila,1485217,574
A0A2G8T9T8,A0A2G8T9T8_9BURK,Dihydroorotate dehydrogenase (quinone),pyrD,Massilia eurypsychrophila,1485217,349
A0A2G8T9U1,A0A2G8T9U1_9BURK,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ispH,Massilia eurypsychrophila,1485217,315
A0A2G8T9U6,A0A2G8T9U6_9BURK,Deoxyuridine 5'-triphosphate nucleotidohydrolase,dut,Massilia eurypsychrophila,1485217,152
A0A2G8T9X4,A0A2G8T9X4_9BURK,Diacylglycerol kinase,,Massilia eurypsychrophila,1485217,128
A0A2G8T9Y2,A0A2G8T9Y2_9BURK,Nucleoside diphosphate kinase,ndk,Massilia eurypsychrophila,1485217,137
A0A2G8TA38,A0A2G8TA38_9BURK,Phosphatidylserine decarboxylase proenzyme,psd,Massilia eurypsychrophila,1485217,282
A0A2G8TA88,A0A2G8TA88_9BURK,"Selenide, water dikinase",selD,Massilia eurypsychrophila,1485217,352
A0A2G8TAA0,A0A2G8TAA0_9BURK,Alanine racemase,alr,Massilia eurypsychrophila,1485217,368
A0A2G8TAA1,A0A2G8TAA1_9BURK,DNA repair protein RadA,radA,Massilia eurypsychrophila,1485217,458
A0A2G8TAC9,A0A2G8TAC9_9BURK,2-isopropylmalate synthase,leuA,Massilia eurypsychrophila,1485217,563
A0A2G8TAG1,A0A2G8TAG1_9BURK,S-adenosylmethionine decarboxylase proenzyme,speD,Massilia eurypsychrophila,1485217,206
A0A2G8TAH0,A0A2G8TAH0_9BURK,Alanine--tRNA ligase,alaS,Massilia eurypsychrophila,1485217,870
A0A2G8TAH1,A0A2G8TAH1_9BURK,Glutamine--tRNA ligase,glnS,Massilia eurypsychrophila,1485217,584
A0A2G8TAI1,A0A2G8TAI1_9BURK,Polyphosphate kinase,ppk1,Massilia eurypsychrophila,1485217,695
A0A2G8TAJ9,A0A2G8TAJ9_9BURK,Fumarate hydratase class II,fumC,Massilia eurypsychrophila,1485217,464
A0A2G8TAM1,A0A2G8TAM1_9BURK,Polyamine aminopropyltransferase,speE,Massilia eurypsychrophila,1485217,503
A0A2G8TAN2,A0A2G8TAN2_9BURK,Ribulose-phosphate 3-epimerase,rpe,Massilia eurypsychrophila,1485217,223
A0A2G8TAQ1,A0A2G8TAQ1_9BURK,Phosphoglycolate phosphatase,,Massilia eurypsychrophila,1485217,237
A0A2G8TAQ4,A0A2G8TAQ4_9BURK,Potassium-transporting ATPase ATP-binding subunit,kdpB,Massilia eurypsychrophila,1485217,700
A0A2G8TAS0,A0A2G8TAS0_9BURK,Adenine deaminase,,Massilia eurypsychrophila,1485217,337
A0A2G8TAT1,A0A2G8TAT1_9BURK,Aminopeptidase,,Massilia eurypsychrophila,1485217,892
A0A2G8TB14,A0A2G8TB14_9BURK,"UDP-2,3-diacylglucosamine hydrolase",lpxH,Massilia eurypsychrophila,1485217,264
A0A2G8TBA8,A0A2G8TBA8_9BURK,Carbamoyl phosphate synthase small chain,carA,Massilia eurypsychrophila,1485217,387
A0A2G8TBD0,A0A2G8TBD0_9BURK,Flagellum-specific ATP synthase,fliI,Massilia eurypsychrophila,1485217,500
A0A2G8TBD8,A0A2G8TBD8_9BURK,Phosphoglucosamine mutase,glmM,Massilia eurypsychrophila,1485217,446
A0A2G8TBH5,A0A2G8TBH5_9BURK,"dTDP-4-dehydrorhamnose 3,5-epimerase",rfbC,Massilia eurypsychrophila,1485217,175
A0A2G8TBJ9,A0A2G8TBJ9_9BURK,,,Massilia eurypsychrophila,1485217,327
A0A2G8TBL0,A0A2G8TBL0_9BURK,Ribose-5-phosphate isomerase A,rpiA,Massilia eurypsychrophila,1485217,225
A0A2G8TBQ4,A0A2G8TBQ4_9BURK,Ribonuclease PH,rph,Massilia eurypsychrophila,1485217,242
A0A2G8TBS2,A0A2G8TBS2_9BURK,Anthranilate phosphoribosyltransferase,trpD,Massilia eurypsychrophila,1485217,344
A0A2G8TBS3,A0A2G8TBS3_9BURK,Glucose-6-phosphate 1-dehydrogenase,zwf,Massilia eurypsychrophila,1485217,488
A0A2G8TBS4,A0A2G8TBS4_9BURK,Glucose-6-phosphate isomerase,pgi,Massilia eurypsychrophila,1485217,547
A0A2G8TBS9,A0A2G8TBS9_9BURK,Shikimate kinase,aroK,Massilia eurypsychrophila,1485217,303
A0A2G8TBW0,A0A2G8TBW0_9BURK,S-(hydroxymethyl)glutathione dehydrogenase,,Massilia eurypsychrophila,1485217,368
A0A2G8TBX4,A0A2G8TBX4_9BURK,Methionine aminopeptidase,map,Massilia eurypsychrophila,1485217,269
A0A2G8TC64,A0A2G8TC64_9BURK,Thiamine-phosphate synthase,thiE,Massilia eurypsychrophila,1485217,204
A0A2G8TC84,A0A2G8TC84_9BURK,Phosphomethylpyrimidine synthase,thiC,Massilia eurypsychrophila,1485217,638
A0A2G8TCA5,A0A2G8TCA5_9BURK,Enolase,eno,Massilia eurypsychrophila,1485217,427
A0A2G8TCA7,A0A2G8TCA7_9BURK,3-isopropylmalate dehydrogenase,leuB,Massilia eurypsychrophila,1485217,356
A0A2G8TCB1,A0A2G8TCB1_9BURK,LexA repressor,lexA,Massilia eurypsychrophila,1485217,211
A0A2G8TCB8,A0A2G8TCB8_9BURK,4-hydroxy-tetrahydrodipicolinate synthase,dapA,Massilia eurypsychrophila,1485217,294
A0A2G8TCC6,A0A2G8TCC6_9BURK,Replicative DNA helicase,,Massilia eurypsychrophila,1485217,461
A0A2G8TCD0,A0A2G8TCD0_9BURK,Amidophosphoribosyltransferase,purF,Massilia eurypsychrophila,1485217,506
A0A2G8TCD1,A0A2G8TCD1_9BURK,Dihydrofolate synthase/folylpolyglutamate synthase,,Massilia eurypsychrophila,1485217,432
A0A2G8TCD3,A0A2G8TCD3_9BURK,Cyanophycin synthetase,cphA,Massilia eurypsychrophila,1485217,856
A0A2G8TCE6,A0A2G8TCE6_9BURK,tRNA pseudouridine synthase A,truA,Massilia eurypsychrophila,1485217,270
A0A2G8TCG2,A0A2G8TCG2_9BURK,Coproporphyrinogen-III oxidase,hemN,Massilia eurypsychrophila,1485217,479
A0A2G8TCG4,A0A2G8TCG4_9BURK,3-isopropylmalate dehydratase large subunit,leuC,Massilia eurypsychrophila,1485217,467
A0A2G8TCG7,A0A2G8TCG7_9BURK,"Homogentisate 1,2-dioxygenase",hmgA,Massilia eurypsychrophila,1485217,430
A0A2G8TCH8,A0A2G8TCH8_9BURK,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,accD,Massilia eurypsychrophila,1485217,290
A0A2G8TCL4,A0A2G8TCL4_9BURK,DNA-directed RNA polymerase subunit omega,rpoZ,Massilia eurypsychrophila,1485217,67
A0A2G8TCN9,A0A2G8TCN9_9BURK,Acetate kinase,ackA,Massilia eurypsychrophila,1485217,401
A0A2G8TCP9,A0A2G8TCP9_9BURK,peptidoglycan glycosyltransferase,,Massilia eurypsychrophila,1485217,854
A0A2G8TCW0,A0A2G8TCW0_9BURK,Serine--tRNA ligase,serS,Massilia eurypsychrophila,1485217,431
A0A2G8TCW9,A0A2G8TCW9_9BURK,Glutamine-dependent NAD(+) synthetase,nadE,Massilia eurypsychrophila,1485217,537
A0A2G8TDA2,A0A2G8TDA2_9BURK,Porphobilinogen deaminase,hemC,Massilia eurypsychrophila,1485217,301
A0A2G8TDA5,A0A2G8TDA5_9BURK,branched-chain-amino-acid transaminase,,Massilia eurypsychrophila,1485217,278
A0A2G8TDC5,A0A2G8TDC5_9BURK,DNA-directed RNA polymerase subunit alpha,rpoA,Massilia eurypsychrophila,1485217,325
A0A2G8TDG4,A0A2G8TDG4_9BURK,Penicillin-binding protein 1A,,Massilia eurypsychrophila,1485217,784
A0A2G8TDI0,A0A2G8TDI0_9BURK,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,msrP,Massilia eurypsychrophila,1485217,326
A0A2G8TDI3,A0A2G8TDI3_9BURK,Diaminopimelate decarboxylase,lysA,Massilia eurypsychrophila,1485217,425
A0A2G8TDJ5,A0A2G8TDJ5_9BURK,HPr kinase/phosphorylase,hprK,Massilia eurypsychrophila,1485217,311
A0A2G8TDK4,A0A2G8TDK4_9BURK,Peptidyl-tRNA hydrolase,pth,Massilia eurypsychrophila,1485217,194
A0A2G8TDK5,A0A2G8TDK5_9BURK,Probable protein kinase UbiB,ubiB,Massilia eurypsychrophila,1485217,521
A0A2G8TDM1,A0A2G8TDM1_9BURK,Thiol:disulfide interchange protein DsbD,dsbD,Massilia eurypsychrophila,1485217,589
A0A2G8TDN2,A0A2G8TDN2_9BURK,Aspartate--tRNA(Asp/Asn) ligase,aspS,Massilia eurypsychrophila,1485217,601
A0A2G8TDN7,A0A2G8TDN7_9BURK,Formamidopyrimidine-DNA glycosylase,mutM,Massilia eurypsychrophila,1485217,277
A0A2G8TDP6,A0A2G8TDP6_9BURK,7-cyano-7-deazaguanine synthase,queC,Massilia eurypsychrophila,1485217,238
A0A2G8TDR2,A0A2G8TDR2_9BURK,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,ubiE,Massilia eurypsychrophila,1485217,244
A0A2G8TDT8,A0A2G8TDT8_9BURK,L-threonine dehydratase,ilvA,Massilia eurypsychrophila,1485217,511
A0A2G8TDW5,A0A2G8TDW5_9BURK,Succinyl-diaminopimelate desuccinylase,dapE,Massilia eurypsychrophila,1485217,384
A0A2G8TE13,A0A2G8TE13_9BURK,GTP cyclohydrolase-2,ribA,Massilia eurypsychrophila,1485217,214
A0A2G8TE21,A0A2G8TE21_9BURK,NADH-quinone oxidoreductase subunit K,nuoK,Massilia eurypsychrophila,1485217,102
A0A2G8TE29,A0A2G8TE29_9BURK,Triosephosphate isomerase,tpiA,Massilia eurypsychrophila,1485217,249
A0A2G8TE41,A0A2G8TE41_9BURK,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,pssA,Massilia eurypsychrophila,1485217,284
A0A2G8TE43,A0A2G8TE43_9BURK,NADH-quinone oxidoreductase subunit H,nuoH,Massilia eurypsychrophila,1485217,358
A0A2G8TE61,A0A2G8TE61_9BURK,Cysteine desulfurase IscS,iscS,Massilia eurypsychrophila,1485217,418
A0A2G8TE63,A0A2G8TE63_9BURK,Ketol-acid reductoisomerase (NADP(+)),ilvC,Massilia eurypsychrophila,1485217,338
A0A2G8TE76,A0A2G8TE76_9BURK,NADH-quinone oxidoreductase subunit N,nuoN,Massilia eurypsychrophila,1485217,492
A0A2G8TE89,A0A2G8TE89_9BURK,UvrABC system protein B,uvrB,Massilia eurypsychrophila,1485217,695
A0A2G8TE96,A0A2G8TE96_9BURK,Polyribonucleotide nucleotidyltransferase,pnp,Massilia eurypsychrophila,1485217,708
A0A2G8TEA2,A0A2G8TEA2_9BURK,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",ispF,Massilia eurypsychrophila,1485217,171
A0A2G8TEB5,A0A2G8TEB5_9BURK,NADH-quinone oxidoreductase subunit I,nuoI,Massilia eurypsychrophila,1485217,162
A0A2G8TEG2,A0A2G8TEG2_9BURK,Oxygen-dependent coproporphyrinogen-III oxidase,hemF,Massilia eurypsychrophila,1485217,303
A0A2G8TEG8,A0A2G8TEG8_9BURK,"Fructose-1,6-bisphosphatase class 1",fbp,Massilia eurypsychrophila,1485217,335
A0A2G8TEI1,A0A2G8TEI1_9BURK,dTTP/UTP pyrophosphatase,,Massilia eurypsychrophila,1485217,206
A0A2G8TEM9,A0A2G8TEM9_9BURK,SoxAX cytochrome complex subunit A,soxA,Massilia eurypsychrophila,1485217,268
A0A2G8TEP7,A0A2G8TEP7_9BURK,Ribose-phosphate pyrophosphokinase,prs,Massilia eurypsychrophila,1485217,316
A0A2G8TEQ3,A0A2G8TEQ3_9BURK,Catalase,,Massilia eurypsychrophila,1485217,804
A0A2G8TEQ7,A0A2G8TEQ7_9BURK,3-dehydroquinate dehydratase,aroD,Massilia eurypsychrophila,1485217,265
A0A2G8TER7,A0A2G8TER7_9BURK,NADPH-dependent 7-cyano-7-deazaguanine reductase,queF,Massilia eurypsychrophila,1485217,276
A0A2G8TEZ0,A0A2G8TEZ0_9BURK,DNA polymerase III subunit gamma/tau,dnaX,Massilia eurypsychrophila,1485217,718
A0A2G8TEZ5,A0A2G8TEZ5_9BURK,"3,4-dihydroxy-2-butanone 4-phosphate synthase",ribB,Massilia eurypsychrophila,1485217,370
A0A2G8TEZ8,A0A2G8TEZ8_9BURK,Serine hydroxymethyltransferase,glyA,Massilia eurypsychrophila,1485217,415
A0A2G8TF10,A0A2G8TF10_9BURK,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,ubiD,Massilia eurypsychrophila,1485217,494
A0A2G8TF11,A0A2G8TF11_9BURK,Riboflavin biosynthesis protein RibD,ribD,Massilia eurypsychrophila,1485217,365
A0A2G8TF69,A0A2G8TF69_9BURK,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,Massilia eurypsychrophila,1485217,342
A0A2G8TF98,A0A2G8TF98_9BURK,Probable cytosol aminopeptidase,pepA,Massilia eurypsychrophila,1485217,498
A0A2G8TFA7,A0A2G8TFA7_9BURK,2-methylisocitrate lyase,prpB,Massilia eurypsychrophila,1485217,294
A0A2G8TFB3,A0A2G8TFB3_9BURK,Isocitrate dehydrogenase [NADP],,Massilia eurypsychrophila,1485217,417
A0A2G8TFD1,A0A2G8TFD1_9BURK,Formate-dependent phosphoribosylglycinamide formyltransferase,purT,Massilia eurypsychrophila,1485217,404
A0A2G8TFE0,A0A2G8TFE0_9BURK,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,nnrD,Massilia eurypsychrophila,1485217,314
A0A2G8TFF3,A0A2G8TFF3_9BURK,GDP-L-fucose synthase,fcl,Massilia eurypsychrophila,1485217,321
A0A2G8TFG0,A0A2G8TFG0_9BURK,Argininosuccinate synthase,argG,Massilia eurypsychrophila,1485217,410
A0A2G8TFG1,A0A2G8TFG1_9BURK,Glutathione hydrolase proenzyme,ggt,Massilia eurypsychrophila,1485217,593
A0A2G8TFG8,A0A2G8TFG8_9BURK,K(+)-insensitive pyrophosphate-energized proton pump,hppA,Massilia eurypsychrophila,1485217,721
A0A2G8TFK1,A0A2G8TFK1_9BURK,Adenosine 5'-phosphosulfate reductase,cysH,Massilia eurypsychrophila,1485217,246
A0A2G8TFQ0,A0A2G8TFQ0_9BURK,Thymidylate synthase,thyA,Massilia eurypsychrophila,1485217,264
A0A2G8TFQ2,A0A2G8TFQ2_9BURK,Carbamoyl phosphate synthase small chain,carA,Massilia eurypsychrophila,1485217,385
A0A2G8TFS2,A0A2G8TFS2_9BURK,Chorismate synthase,aroC,Massilia eurypsychrophila,1485217,368
A0A2G8TFT3,A0A2G8TFT3_9BURK,dCTP deaminase,dcd,Massilia eurypsychrophila,1485217,189
A0A2G8TFX2,A0A2G8TFX2_9BURK,2-amino-3-ketobutyrate coenzyme A ligase,kbl,Massilia eurypsychrophila,1485217,405
A0A2G8TG04,A0A2G8TG04_9BURK,Trigger factor,tig,Massilia eurypsychrophila,1485217,446
A0A2G8TG06,A0A2G8TG06_9BURK,Lon protease,lon,Massilia eurypsychrophila,1485217,802
A0A2G8TG27,A0A2G8TG27_9BURK,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX,Massilia eurypsychrophila,1485217,422
A0A2G8TG34,A0A2G8TG34_9BURK,ATP-dependent Clp protease proteolytic subunit,clpP,Massilia eurypsychrophila,1485217,205
A0A2G8TG90,A0A2G8TG90_9BURK,Phosphoribosylformylglycinamidine synthase,purL,Massilia eurypsychrophila,1485217,1341
A0A2G8TGC8,A0A2G8TGC8_9BURK,,,Massilia eurypsychrophila,1485217,474
A0A2G8TGD0,A0A2G8TGD0_9BURK,7-carboxy-7-deazaguanine synthase,queE,Massilia eurypsychrophila,1485217,211
A0A2G8TGH9,A0A2G8TGH9_9BURK,Uracil phosphoribosyltransferase,upp,Massilia eurypsychrophila,1485217,216
A0A2G8TGJ9,A0A2G8TGJ9_9BURK,Acetyl-coenzyme A synthetase,acs,Massilia eurypsychrophila,1485217,666
A0A2G8TGL4,A0A2G8TGL4_9BURK,Large ribosomal subunit assembly factor BipA,typA,Massilia eurypsychrophila,1485217,610
A0A2G8TGL5,A0A2G8TGL5_9BURK,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,glnE,Massilia eurypsychrophila,1485217,916
A0A2G8TGN4,A0A2G8TGN4_9BURK,tRNA-dihydrouridine(20/20a) synthase,dusA,Massilia eurypsychrophila,1485217,333
A0A2G8TGN7,A0A2G8TGN7_9BURK,peptidoglycan glycosyltransferase,,Massilia eurypsychrophila,1485217,1218
A0A2G8TGN8,A0A2G8TGN8_9BURK,Endonuclease III,nth,Massilia eurypsychrophila,1485217,215
A0A2G8TGP2,A0A2G8TGP2_9BURK,Adenylate kinase,adk,Massilia eurypsychrophila,1485217,218
A0A2G8TGR6,A0A2G8TGR6_9BURK,GTPase Obg,obgE,Massilia eurypsychrophila,1485217,370
A0A2G8TGT4,A0A2G8TGT4_9BURK,Glutamate 5-kinase,proB,Massilia eurypsychrophila,1485217,372
A0A2G8TGW4,A0A2G8TGW4_9BURK,Phosphopentomutase,deoB,Massilia eurypsychrophila,1485217,397
A0A2G8TGY1,A0A2G8TGY1_9BURK,Protein translocase subunit SecA,secA,Massilia eurypsychrophila,1485217,922
A0A2G8TGY7,A0A2G8TGY7_9BURK,Glycerol kinase,glpK,Massilia eurypsychrophila,1485217,497
A0A2G8TGZ8,A0A2G8TGZ8_9BURK,DNA polymerase III subunit epsilon,dnaQ,Massilia eurypsychrophila,1485217,234
A0A2G8TGZ9,A0A2G8TGZ9_9BURK,Probable peptidoglycan glycosyltransferase FtsW,ftsW,Massilia eurypsychrophila,1485217,403
A0A2G8TH07,A0A2G8TH07_9BURK,Glycerol kinase,glpK,Massilia eurypsychrophila,1485217,499
A0A2G8TH08,A0A2G8TH08_9BURK,UDP-3-O-acyl-N-acetylglucosamine deacetylase,lpxC,Massilia eurypsychrophila,1485217,311
A0A2G8TH11,A0A2G8TH11_9BURK,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,murF,Massilia eurypsychrophila,1485217,461
A0A2G8TH12,A0A2G8TH12_9BURK,"Peptidoglycan D,D-transpeptidase FtsI",ftsI,Massilia eurypsychrophila,1485217,591
A0A2G8TH16,A0A2G8TH16_9BURK,Catalase,,Massilia eurypsychrophila,1485217,521
A0A2G8TH24,A0A2G8TH24_9BURK,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,murG,Massilia eurypsychrophila,1485217,358
A0A2G8TH25,A0A2G8TH25_9BURK,UDP-N-acetylmuramate--L-alanine ligase,murC,Massilia eurypsychrophila,1485217,464
A0A2G8TH50,A0A2G8TH50_9BURK,tRNA (cytidine(34)-2'-O)-methyltransferase,trmL,Massilia eurypsychrophila,1485217,156
A0A2G8TH54,A0A2G8TH54_9BURK,Glutathione hydrolase proenzyme,ggt,Massilia eurypsychrophila,1485217,587
A0A2G8TH78,A0A2G8TH78_9BURK,Cytochrome c oxidase subunit 2,coxB,Massilia eurypsychrophila,1485217,394
A0A2G8TH92,A0A2G8TH92_9BURK,Cytochrome c oxidase subunit 1,ctaD,Massilia eurypsychrophila,1485217,530
A0A2G8TH94,A0A2G8TH94_9BURK,Valine--tRNA ligase,valS,Massilia eurypsychrophila,1485217,936
A0A2G8TH99,A0A2G8TH99_9BURK,S-(hydroxymethyl)glutathione dehydrogenase,,Massilia eurypsychrophila,1485217,368
A0A2G8THA0,A0A2G8THA0_9BURK,1-deoxy-D-xylulose-5-phosphate synthase,dxs,Massilia eurypsychrophila,1485217,623
A0A2G8THA2,A0A2G8THA2_9BURK,Holliday junction branch migration complex subunit RuvB,ruvB,Massilia eurypsychrophila,1485217,355
A0A2G8THA8,A0A2G8THA8_9BURK,Holliday junction branch migration complex subunit RuvA,ruvA,Massilia eurypsychrophila,1485217,192
A0A2G8THB2,A0A2G8THB2_9BURK,Anhydro-N-acetylmuramic acid kinase,anmK,Massilia eurypsychrophila,1485217,367
A0A2G8THC0,A0A2G8THC0_9BURK,Phospho-N-acetylmuramoyl-pentapeptide-transferase,mraY,Massilia eurypsychrophila,1485217,389
A0A2G8THC4,A0A2G8THC4_9BURK,tRNA-dihydrouridine synthase B,dusB,Massilia eurypsychrophila,1485217,341
A0A2G8THE0,A0A2G8THE0_9BURK,Crossover junction endodeoxyribonuclease RuvC,ruvC,Massilia eurypsychrophila,1485217,178
A0A2G8THE1,A0A2G8THE1_9BURK,Signal recognition particle receptor FtsY,ftsY,Massilia eurypsychrophila,1485217,395
A0A2G8THE2,A0A2G8THE2_9BURK,DNA topoisomerase,,Massilia eurypsychrophila,1485217,888
A0A2G8THF2,A0A2G8THF2_9BURK,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,gatC,Massilia eurypsychrophila,1485217,100
A0A2G8THF7,A0A2G8THF7_9BURK,Peptidoglycan glycosyltransferase MrdB,mrdB,Massilia eurypsychrophila,1485217,370
A0A2G8THG2,A0A2G8THG2_9BURK,Homoserine O-succinyltransferase,metXS,Massilia eurypsychrophila,1485217,387
A0A2G8THG4,A0A2G8THG4_9BURK,Orotate phosphoribosyltransferase,pyrE,Massilia eurypsychrophila,1485217,220
A0A2G8THH0,A0A2G8THH0_9BURK,Methionine synthase,,Massilia eurypsychrophila,1485217,1254
A0A2G8THI9,A0A2G8THI9_9BURK,"Peptidoglycan D,D-transpeptidase MrdA",mrdA,Massilia eurypsychrophila,1485217,653
A0A2G8THM2,A0A2G8THM2_9BURK,Tyrosine--tRNA ligase,tyrS,Massilia eurypsychrophila,1485217,421
A0A2G8THM7,A0A2G8THM7_9BURK,Pseudouridine-5'-phosphate glycosidase,psuG,Massilia eurypsychrophila,1485217,309
A0A2G8THM8,A0A2G8THM8_9BURK,"Tryptophan 2,3-dioxygenase",kynA,Massilia eurypsychrophila,1485217,280
A0A2G8THQ3,A0A2G8THQ3_9BURK,D-alanine--D-alanine ligase,ddl,Massilia eurypsychrophila,1485217,322
A0A2G8THQ6,A0A2G8THQ6_9BURK,Type III pantothenate kinase,coaX,Massilia eurypsychrophila,1485217,245
A0A2G8THQ8,A0A2G8THQ8_9BURK,Chaperone protein HtpG,htpG,Massilia eurypsychrophila,1485217,637
A0A2G8THR1,A0A2G8THR1_9BURK,Methionine--tRNA ligase,metG,Massilia eurypsychrophila,1485217,710
