Accession,ID,Protein Name,Gene Names,Organism,Taxonomy ID,Length
A0AA90JID5,A0AA90JID5_9BACI,Orotate phosphoribosyltransferase,pyrE,Bacillus haynesii,1925021,215
A0AA90JJJ7,A0AA90JJJ7_9BACI,DNA helicase RecQ,recQ,Bacillus haynesii,1925021,593
A0AA90E0G9,A0AA90E0G9_9BACI,Magnesium transport protein CorA,corA,Bacillus haynesii,1925021,319
A0AA90E125,A0AA90E125_9BACI,Metallothiol transferase FosB,fosB,Bacillus haynesii,1925021,154
A0AA90E132,A0AA90E132_9BACI,serine-type D-Ala-D-Ala carboxypeptidase,,Bacillus haynesii,1925021,666
A0AA90E144,A0AA90E144_9BACI,Glutamate 5-kinase,proB,Bacillus haynesii,1925021,365
A0AA90E1I7,A0AA90E1I7_9BACI,CDP-diacylglycerol--serine O-phosphatidyltransferase,pssA,Bacillus haynesii,1925021,178
A0AA90E1R2,A0AA90E1R2_9BACI,,nirB,Bacillus haynesii,1925021,806
A0AA90E203,A0AA90E203_9BACI,Cysteine desulfurase,,Bacillus haynesii,1925021,406
A0AA90E269,A0AA90E269_9BACI,,,Bacillus haynesii,1925021,458
A0AA90E2B9,A0AA90E2B9_9BACI,,narI,Bacillus haynesii,1925021,228
A0AA90E2H4,A0AA90E2H4_9BACI,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG,Bacillus haynesii,1925021,344
A0AA90E2H5,A0AA90E2H5_9BACI,,,Bacillus haynesii,1925021,561
A0AA90E2J5,A0AA90E2J5_9BACI,Translational regulator CsrA,csrA,Bacillus haynesii,1925021,74
A0AA90E2K2,A0AA90E2K2_9BACI,ATP synthase subunit beta,atpD,Bacillus haynesii,1925021,473
A0AA90E2L3,A0AA90E2L3_9BACI,histidine kinase,walK,Bacillus haynesii,1925021,614
A0AA90E2V7,A0AA90E2V7_9BACI,Release factor glutamine methyltransferase,prmC,Bacillus haynesii,1925021,289
A0AA90E2Y8,A0AA90E2Y8_9BACI,,,Bacillus haynesii,1925021,126
A0AA90E316,A0AA90E316_9BACI,RNA polymerase sigma factor SigI,sigI,Bacillus haynesii,1925021,251
A0AA90E333,A0AA90E333_9BACI,Diacetyl reductase [(S)-acetoin forming],,Bacillus haynesii,1925021,260
A0AA90E338,A0AA90E338_9BACI,Nickel import system permease protein NikB,nikB,Bacillus haynesii,1925021,314
A0AA90E377,A0AA90E377_9BACI,Beta sliding clamp,dnaN,Bacillus haynesii,1925021,378
A0AA90E3A4,A0AA90E3A4_9BACI,,,Bacillus haynesii,1925021,609
A0AA90E3C8,A0AA90E3C8_9BACI,DNA-directed RNA polymerase subunit omega,rpoZ,Bacillus haynesii,1925021,66
A0AA90E3E3,A0AA90E3E3_9BACI,Porphobilinogen deaminase,hemC,Bacillus haynesii,1925021,313
A0AA90E3G2,A0AA90E3G2_9BACI,Ribosomal RNA small subunit methyltransferase G,rsmG,Bacillus haynesii,1925021,239
A0AA90E3I0,A0AA90E3I0_9BACI,Nucleoid-associated protein MOE73_02260,,Bacillus haynesii,1925021,107
A0AA90E3I1,A0AA90E3I1_9BACI,Phosphatidate cytidylyltransferase,,Bacillus haynesii,1925021,270
A0AA90E3J2,A0AA90E3J2_9BACI,Large ribosomal subunit protein bL35,rpmI,Bacillus haynesii,1925021,66
A0AA90E3K4,A0AA90E3K4_9BACI,Flagellar FliJ protein,fliJ,Bacillus haynesii,1925021,147
A0AA90E3K5,A0AA90E3K5_9BACI,Methylthioribulose-1-phosphate dehydratase,mtnB,Bacillus haynesii,1925021,207
A0AA90E3M2,A0AA90E3M2_9BACI,Magnesium transporter MgtE,mgtE,Bacillus haynesii,1925021,451
A0AA90E3M4,A0AA90E3M4_9BACI,Large ribosomal subunit protein uL16,rplP,Bacillus haynesii,1925021,144
A0AA90E3U6,A0AA90E3U6_9BACI,Putative pre-16S rRNA nuclease,ruvX,Bacillus haynesii,1925021,139
A0AA90E3W7,A0AA90E3W7_9BACI,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,queA,Bacillus haynesii,1925021,342
A0AA90E3X8,A0AA90E3X8_9BACI,nicotinate-nucleotide diphosphorylase (carboxylating),nadC,Bacillus haynesii,1925021,279
A0AA90E3Y7,A0AA90E3Y7_9BACI,Septum site-determining protein MinD,minD,Bacillus haynesii,1925021,268
A0AA90E476,A0AA90E476_9BACI,Ribonucleoside-diphosphate reductase,nrdE,Bacillus haynesii,1925021,700
A0AA90E4C2,A0AA90E4C2_9BACI,glycine oxidase,thiO,Bacillus haynesii,1925021,369
A0AA90E4D4,A0AA90E4D4_9BACI,Elongation factor G,fusA,Bacillus haynesii,1925021,692
A0AA90E4F9,A0AA90E4F9_9BACI,Signal transduction histidine-protein kinase/phosphatase DegS,,Bacillus haynesii,1925021,385
A0AA90E4L2,A0AA90E4L2_9BACI,,,Bacillus haynesii,1925021,411
A0AA90E4L3,A0AA90E4L3_9BACI,Single-stranded DNA-binding protein,ssb,Bacillus haynesii,1925021,115
A0AA90E4X5,A0AA90E4X5_9BACI,Ribonuclease M5,rnmV,Bacillus haynesii,1925021,186
A0AA90E554,A0AA90E554_9BACI,Foldase protein PrsA,prsA,Bacillus haynesii,1925021,286
A0AA90E582,A0AA90E582_9BACI,Urease subunit gamma,ureA,Bacillus haynesii,1925021,100
A0AA90E5E5,A0AA90E5E5_9BACI,Methylisocitrate lyase,prpB,Bacillus haynesii,1925021,305
A0AA90E5E7,A0AA90E5E7_9BACI,Cell division ATP-binding protein FtsE,ftsE,Bacillus haynesii,1925021,228
A0AA90E5J6,A0AA90E5J6_9BACI,Large ribosomal subunit protein bL28,rpmB,Bacillus haynesii,1925021,62
A0AA90E5M1,A0AA90E5M1_9BACI,Inosose dehydratase,iolE,Bacillus haynesii,1925021,300
A0AA90E5M6,A0AA90E5M6_9BACI,Thymidylate kinase,tmk,Bacillus haynesii,1925021,212
A0AA90E5N1,A0AA90E5N1_9BACI,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,fabZ,Bacillus haynesii,1925021,144
A0AA90E5N2,A0AA90E5N2_9BACI,histidine kinase,,Bacillus haynesii,1925021,448
A0AA90E5Q4,A0AA90E5Q4_9BACI,RNA polymerase sigma factor,sigX,Bacillus haynesii,1925021,194
A0AA90E5R0,A0AA90E5R0_9BACI,Exodeoxyribonuclease 7 small subunit,xseB,Bacillus haynesii,1925021,86
A0AA90E5V0,A0AA90E5V0_9BACI,Nickel import system permease protein NikB,,Bacillus haynesii,1925021,313
A0AA90E5V9,A0AA90E5V9_9BACI,NADPH dehydrogenase,namA,Bacillus haynesii,1925021,339
A0AA90E5X2,A0AA90E5X2_9BACI,Lactate utilization protein B,lutB,Bacillus haynesii,1925021,477
A0AA90E665,A0AA90E665_9BACI,HTH-type transcriptional regulator Hpr,hpr,Bacillus haynesii,1925021,206
A0AA90E690,A0AA90E690_9BACI,Transcription elongation factor GreA,greA,Bacillus haynesii,1925021,158
A0AA90E691,A0AA90E691_9BACI,ClpXP adapter protein SpxH,spxH,Bacillus haynesii,1925021,300
A0AA90E6F0,A0AA90E6F0_9BACI,Probable transaldolase,fsa,Bacillus haynesii,1925021,211
A0AA90E6F4,A0AA90E6F4_9BACI,GTP pyrophosphokinase,,Bacillus haynesii,1925021,733
A0AA90E6H7,A0AA90E6H7_9BACI,Cell shape-determining protein MreB,mreB,Bacillus haynesii,1925021,336
A0AA90E6J8,A0AA90E6J8_9BACI,Large ribosomal subunit protein bL36,rpmJ,Bacillus haynesii,1925021,37
A0AA90E6M9,A0AA90E6M9_9BACI,Small ribosomal subunit protein uS14,rpsN,Bacillus haynesii,1925021,61
A0AA90E6Q4,A0AA90E6Q4_9BACI,Small ribosomal subunit protein uS17,rpsQ,Bacillus haynesii,1925021,87
A0AA90E735,A0AA90E735_9BACI,Pyruvate formate-lyase-activating enzyme,pflA,Bacillus haynesii,1925021,252
A0AA90E736,A0AA90E736_9BACI,3-hexulose-6-phosphate synthase,hxlA,Bacillus haynesii,1925021,210
A0AA90E7I5,A0AA90E7I5_9BACI,ATP synthase subunit a,atpB,Bacillus haynesii,1925021,223
A0AA90E7P9,A0AA90E7P9_9BACI,Citrate synthase,mmgD,Bacillus haynesii,1925021,371
A0AA90E846,A0AA90E846_9BACI,Nucleoid occlusion protein,noc,Bacillus haynesii,1925021,283
A0AA90E8A1,A0AA90E8A1_9BACI,Thioredoxin reductase,trxB,Bacillus haynesii,1925021,316
A0AA90E8D7,A0AA90E8D7_9BACI,Quinol oxidase subunit 4,qoxD,Bacillus haynesii,1925021,121
A0AA90E8I1,A0AA90E8I1_9BACI,Phosphate-binding protein,,Bacillus haynesii,1925021,296
A0AA90E8R2,A0AA90E8R2_9BACI,Alpha-acetolactate decarboxylase,budA,Bacillus haynesii,1925021,253
A0AA90E8S2,A0AA90E8S2_9BACI,2-keto-3-deoxygluconate permease,kdgT,Bacillus haynesii,1925021,327
A0AA90E8T2,A0AA90E8T2_9BACI,Heme chaperone HemW,hemW,Bacillus haynesii,1925021,379
A0AA90E940,A0AA90E940_9BACI,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,folK,Bacillus haynesii,1925021,166
A0AA90E964,A0AA90E964_9BACI,Putative septation protein SpoVG,spoVG,Bacillus haynesii,1925021,97
A0AA90E9A6,A0AA90E9A6_9BACI,Molybdopterin synthase catalytic subunit,,Bacillus haynesii,1925021,164
A0AA90E9B1,A0AA90E9B1_9BACI,Segregation and condensation protein A,scpA,Bacillus haynesii,1925021,251
A0AA90E9B3,A0AA90E9B3_9BACI,Glycine cleavage system H protein,gcvH,Bacillus haynesii,1925021,127
A0AA90E9M4,A0AA90E9M4_9BACI,Small ribosomal subunit protein uS7,rpsG,Bacillus haynesii,1925021,156
A0AA90E9N7,A0AA90E9N7_9BACI,Anti-sigma F factor antagonist,spoIIAA,Bacillus haynesii,1925021,117
A0AA90EA06,A0AA90EA06_9BACI,1-pyrroline-5-carboxylate dehydrogenase,pruA,Bacillus haynesii,1925021,516
A0AA90EA14,A0AA90EA14_9BACI,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,mnmG,Bacillus haynesii,1925021,628
A0AA90EA91,A0AA90EA91_9BACI,RNA polymerase sigma factor,sigF,Bacillus haynesii,1925021,255
A0AA90EAB0,A0AA90EAB0_9BACI,Isocitrate lyase,aceA,Bacillus haynesii,1925021,423
A0AA90EAG2,A0AA90EAG2_9BACI,,,Bacillus haynesii,1925021,165
A0AA90EAG3,A0AA90EAG3_9BACI,Cysteine synthase,cysK,Bacillus haynesii,1925021,307
A0AA90EAJ9,A0AA90EAJ9_9BACI,Xylose isomerase,xylA,Bacillus haynesii,1925021,448
A0AA90EAN5,A0AA90EAN5_9BACI,N-acetyldiaminopimelate deacetylase,,Bacillus haynesii,1925021,374
A0AA90EAR5,A0AA90EAR5_9BACI,,,Bacillus haynesii,1925021,459
A0AA90EAS2,A0AA90EAS2_9BACI,pyridoxal kinase,,Bacillus haynesii,1925021,270
A0AA90EAZ1,A0AA90EAZ1_9BACI,Protease PrsW,prsW,Bacillus haynesii,1925021,222
A0AA90EB01,A0AA90EB01_9BACI,Ribosome hibernation promoting factor,raiA,Bacillus haynesii,1925021,186
A0AA90EB22,A0AA90EB22_9BACI,Flagellar biosynthetic protein FliR,fliR,Bacillus haynesii,1925021,258
A0AA90EB58,A0AA90EB58_9BACI,histidine kinase,,Bacillus haynesii,1925021,445
A0AA90EB65,A0AA90EB65_9BACI,Acyl carrier protein,acpP,Bacillus haynesii,1925021,77
A0AA90EB77,A0AA90EB77_9BACI,,ahpA,Bacillus haynesii,1925021,180
A0AA90EBH2,A0AA90EBH2_9BACI,Coproporphyrin III ferrochelatase,hemH,Bacillus haynesii,1925021,312
A0AA90EBI4,A0AA90EBI4_9BACI,,,Bacillus haynesii,1925021,418
A0AA90EBN2,A0AA90EBN2_9BACI,acetyl-CoA C-acyltransferase,,Bacillus haynesii,1925021,391
A0AA90EBP1,A0AA90EBP1_9BACI,Small ribosomal subunit protein bS18,rpsR,Bacillus haynesii,1925021,79
A0AA90EBT6,A0AA90EBT6_9BACI,Regulatory protein MsrR,,Bacillus haynesii,1925021,313
A0AA90EC63,A0AA90EC63_9BACI,Phosphate acetyltransferase,pta,Bacillus haynesii,1925021,323
A0AA90EC67,A0AA90EC67_9BACI,histidine kinase,,Bacillus haynesii,1925021,387
A0AA90ECC8,A0AA90ECC8_9BACI,"Fructose-1,6-bisphosphatase",glpX,Bacillus haynesii,1925021,321
A0AA90ECQ1,A0AA90ECQ1_9BACI,Segregation and condensation protein B,scpB,Bacillus haynesii,1925021,197
A0AA90ECR2,A0AA90ECR2_9BACI,,fur,Bacillus haynesii,1925021,149
A0AA90ECR4,A0AA90ECR4_9BACI,Dihydrolipoyl dehydrogenase,lpdA,Bacillus haynesii,1925021,470
A0AA90ECS0,A0AA90ECS0_9BACI,Single-stranded-DNA-specific exonuclease RecJ,recJ,Bacillus haynesii,1925021,782
A0AA90ECS1,A0AA90ECS1_9BACI,Purine nucleoside phosphorylase,,Bacillus haynesii,1925021,268
A0AA90ECS5,A0AA90ECS5_9BACI,Maltodextrin-binding protein,,Bacillus haynesii,1925021,417
A0AA90ECU4,A0AA90ECU4_9BACI,Ribosome-binding factor A,rbfA,Bacillus haynesii,1925021,117
A0AA90EDA0,A0AA90EDA0_9BACI,Flagellar biosynthetic protein FliQ,fliQ,Bacillus haynesii,1925021,89
A0AA90EDB5,A0AA90EDB5_9BACI,Quaternary amine transport ATP-binding protein,opuAA,Bacillus haynesii,1925021,418
A0AA90EDC8,A0AA90EDC8_9BACI,3-oxoacyl-[acyl-carrier-protein] reductase,fabG,Bacillus haynesii,1925021,247
A0AA90EDN7,A0AA90EDN7_9BACI,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase,mtaB,Bacillus haynesii,1925021,451
A0AA90EDX7,A0AA90EDX7_9BACI,asparagine synthase (glutamine-hydrolyzing),asnB,Bacillus haynesii,1925021,613
A0AA90EE29,A0AA90EE29_9BACI,Protein translocase subunit SecY,secY,Bacillus haynesii,1925021,431
A0AA90EEC5,A0AA90EEC5_9BACI,Probable cell division protein WhiA,whiA,Bacillus haynesii,1925021,316
A0AA90EEF1,A0AA90EEF1_9BACI,Large ribosomal subunit protein uL2,rplB,Bacillus haynesii,1925021,277
A0AA90EEF2,A0AA90EEF2_9BACI,tRNA-specific adenosine deaminase,tadA,Bacillus haynesii,1925021,160
A0AA90EEG4,A0AA90EEG4_9BACI,,melA,Bacillus haynesii,1925021,432
A0AA90EEG5,A0AA90EEG5_9BACI,Zinc metalloprotease,rseP,Bacillus haynesii,1925021,421
A0AA90EEN3,A0AA90EEN3_9BACI,Sensor histidine kinase,liaS,Bacillus haynesii,1925021,354
A0AA90EER6,A0AA90EER6_9BACI,Probable septum site-determining protein MinC,minC,Bacillus haynesii,1925021,226
A0AA90EER7,A0AA90EER7_9BACI,Thiol peroxidase,tpx,Bacillus haynesii,1925021,167
A0AA90EEV0,A0AA90EEV0_9BACI,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,tsaE,Bacillus haynesii,1925021,158
A0AA90EF14,A0AA90EF14_9BACI,Phosphoribosylformylglycinamidine synthase subunit PurS,purS,Bacillus haynesii,1925021,84
A0AA90EF29,A0AA90EF29_9BACI,Large ribosomal subunit protein uL14,rplN,Bacillus haynesii,1925021,122
A0AA90EFP5,A0AA90EFP5_9BACI,Glutamate dehydrogenase,,Bacillus haynesii,1925021,424
A0AA90EFQ5,A0AA90EFQ5_9BACI,DNA polymerase III subunit delta,holA,Bacillus haynesii,1925021,341
A0AA90EG18,A0AA90EG18_9BACI,Branched-chain amino acid transport system carrier protein,brnQ,Bacillus haynesii,1925021,445
A0AA90EG37,A0AA90EG37_9BACI,,spoIVB,Bacillus haynesii,1925021,438
A0AA90EGF0,A0AA90EGF0_9BACI,Cyclic pyranopterin monophosphate synthase,moaC,Bacillus haynesii,1925021,168
A0AA90EGJ6,A0AA90EGJ6_9BACI,Signal peptidase I,lepB,Bacillus haynesii,1925021,182
A0AA90EGJ9,A0AA90EGJ9_9BACI,Large ribosomal subunit protein bL31,rpmE,Bacillus haynesii,1925021,66
A0AA90EGT8,A0AA90EGT8_9BACI,Large ribosomal subunit protein bL20,rplT,Bacillus haynesii,1925021,119
A0AA90EH47,A0AA90EH47_9BACI,Small ribosomal subunit protein uS13,rpsM,Bacillus haynesii,1925021,121
A0AA90EHE0,A0AA90EHE0_9BACI,Cell shape-determining protein MreB,mbl,Bacillus haynesii,1925021,333
A0AA90EHG6,A0AA90EHG6_9BACI,DNA repair protein RecO,recO,Bacillus haynesii,1925021,256
A0AA90EIL5,A0AA90EIL5_9BACI,RNA polymerase sigma factor,sigE,Bacillus haynesii,1925021,239
A0AA90EIP9,A0AA90EIP9_9BACI,,,Bacillus haynesii,1925021,441
A0AA90EIV4,A0AA90EIV4_9BACI,Ribosomal RNA small subunit methyltransferase E,,Bacillus haynesii,1925021,255
A0AA90EJ52,A0AA90EJ52_9BACI,Global transcriptional regulator Spx,spxA,Bacillus haynesii,1925021,131
A0AA90EJC5,A0AA90EJC5_9BACI,Arginine repressor,argR,Bacillus haynesii,1925021,149
A0AA90EJY6,A0AA90EJY6_9BACI,Septation ring formation regulator EzrA,ezrA,Bacillus haynesii,1925021,564
A0AA90EK93,A0AA90EK93_9BACI,Serine acetyltransferase,cysE,Bacillus haynesii,1925021,216
A0AA90EKC5,A0AA90EKC5_9BACI,ATP synthase epsilon chain,atpC,Bacillus haynesii,1925021,131
A0AA90EKE4,A0AA90EKE4_9BACI,tRNA 5-hydroxyuridine methyltransferase,trmR,Bacillus haynesii,1925021,220
A0AA90EMP4,A0AA90EMP4_9BACI,Biotin carboxylase,accC,Bacillus haynesii,1925021,450
A0AA90EN45,A0AA90EN45_9BACI,Small ribosomal subunit protein uS15,rpsO,Bacillus haynesii,1925021,89
A0AA90ENA2,A0AA90ENA2_9BACI,tRNA (guanine-N(7)-)-methyltransferase,trmB,Bacillus haynesii,1925021,213
A0AA90ENA4,A0AA90ENA4_9BACI,Sec-independent protein translocase protein TatC,tatC,Bacillus haynesii,1925021,244
A0AA90ENC9,A0AA90ENC9_9BACI,,,Bacillus haynesii,1925021,547
A0AA90ENH1,A0AA90ENH1_9BACI,Small ribosomal subunit protein bS20,rpsT,Bacillus haynesii,1925021,88
A0AA90ENH3,A0AA90ENH3_9BACI,Pseudouridine synthase,,Bacillus haynesii,1925021,296
A0AA90ENV6,A0AA90ENV6_9BACI,Chaperone protein DnaK,dnaK,Bacillus haynesii,1925021,610
A0AA90ENX6,A0AA90ENX6_9BACI,Citrate synthase,citZ,Bacillus haynesii,1925021,372
A0AA90ENY9,A0AA90ENY9_9BACI,carbonic anhydrase,,Bacillus haynesii,1925021,189
A0AA90ENZ9,A0AA90ENZ9_9BACI,DNA-directed DNA polymerase,dnaX,Bacillus haynesii,1925021,566
A0AA90EP41,A0AA90EP41_9BACI,Acetoin utilization protein AcuA,,Bacillus haynesii,1925021,210
A0AA90EP61,A0AA90EP61_9BACI,Glycogen synthase,glgA,Bacillus haynesii,1925021,493
A0AA90EPB2,A0AA90EPB2_9BACI,serine-type D-Ala-D-Ala carboxypeptidase,,Bacillus haynesii,1925021,704
A0AA90EPD1,A0AA90EPD1_9BACI,N-acetyl-gamma-glutamyl-phosphate reductase,argC,Bacillus haynesii,1925021,345
A0AA90EPF6,A0AA90EPF6_9BACI,DNA polymerase III subunit alpha,dnaE,Bacillus haynesii,1925021,1114
A0A1R1QE20,A0A1R1QE20_9BACI,Carbamoyl phosphate synthase large chain,carB,Bacillus swezeyi,1925020,1029
A0A1R1QFY2,A0A1R1QFY2_9BACI,Riboflavin biosynthesis protein RibBA,ribBA,Bacillus swezeyi,1925020,398
A0A1R1QJC8,A0A1R1QJC8_9BACI,dITP/XTP pyrophosphatase,,Bacillus swezeyi,1925020,195
A0A1R1QJR6,A0A1R1QJR6_9BACI,ATP-dependent 6-phosphofructokinase,pfkA,Bacillus swezeyi,1925020,319
A0A1R1QJZ8,A0A1R1QJZ8_9BACI,Serine-protein kinase RsbW,rsbW,Bacillus swezeyi,1925020,159
A0A1R1QUJ4,A0A1R1QUJ4_9BACI,non-specific serine/threonine protein kinase,,Bacillus swezeyi,1925020,658
A0A1R1QUM7,A0A1R1QUM7_9BACI,Coenzyme A biosynthesis bifunctional protein CoaBC,coaBC,Bacillus swezeyi,1925020,405
A0A1R1QUP9,A0A1R1QUP9_9BACI,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",murE,Bacillus swezeyi,1925020,488
A0A1R1QWN7,A0A1R1QWN7_9BACI,CTP synthase,pyrG,Bacillus swezeyi,1925020,535
A0A1R1RYN6,A0A1R1RYN6_9BACI,Bifunctional protein GlmU,glmU,Bacillus swezeyi,1925020,456
A0A1R1RZ07,A0A1R1RZ07_9BACI,Carbamoyl phosphate synthase large chain,carB,Bacillus swezeyi,1925020,1071
A0A1R1RZ68,A0A1R1RZ68_9BACI,Probable dual-specificity RNA methyltransferase RlmN,rlmN,Bacillus swezeyi,1925020,362
A0A1R1RZF5,A0A1R1RZF5_9BACI,Aspartate-semialdehyde dehydrogenase,asd,Bacillus swezeyi,1925020,346
A0A1R1S2G8,A0A1R1S2G8_9BACI,Anti-sigma F factor,spoIIAB,Bacillus swezeyi,1925020,146
A0A5M8RA10,A0A5M8RA10_9BACI,Bifunctional protein GlmU,glmU,Bacillus swezeyi,1925020,456
A0A5M8RJ53,A0A5M8RJ53_9BACI,ATP-dependent 6-phosphofructokinase,pfkA,Bacillus swezeyi,1925020,319
A0A5M8RM16,A0A5M8RM16_9BACI,Serine-protein kinase RsbW,rsbW,Bacillus swezeyi,1925020,159
A0A5M8RMU7,A0A5M8RMU7_9BACI,dITP/XTP pyrophosphatase,,Bacillus swezeyi,1925020,199
A0A5M8RV15,A0A5M8RV15_9BACI,Anti-sigma F factor,spoIIAB,Bacillus swezeyi,1925020,146
A0A5M8RV37,A0A5M8RV37_9BACI,Riboflavin biosynthesis protein RibBA,ribBA,Bacillus swezeyi,1925020,398
A0A5M8RV95,A0A5M8RV95_9BACI,CTP synthase,pyrG,Bacillus swezeyi,1925020,535
A0A5M8RVZ6,A0A5M8RVZ6_9BACI,Aspartate-semialdehyde dehydrogenase,asd,Bacillus swezeyi,1925020,346
A0A5M8RZK8,A0A5M8RZK8_9BACI,non-specific serine/threonine protein kinase,pknB,Bacillus swezeyi,1925020,658
A0A5M8RZS8,A0A5M8RZS8_9BACI,Carbamoyl phosphate synthase large chain,carB,Bacillus swezeyi,1925020,1029
A0A5M8RZV2,A0A5M8RZV2_9BACI,Probable dual-specificity RNA methyltransferase RlmN,rlmN,Bacillus swezeyi,1925020,362
A0A5M8S075,A0A5M8S075_9BACI,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",murE,Bacillus swezeyi,1925020,488
A0A5M8S1K7,A0A5M8S1K7_9BACI,Coenzyme A biosynthesis bifunctional protein CoaBC,coaBC,Bacillus swezeyi,1925020,405
A0A5M8S1U2,A0A5M8S1U2_9BACI,ATP-dependent helicase/nuclease subunit A,addA,Bacillus swezeyi,1925020,1230
A0A5M8S476,A0A5M8S476_9BACI,Carbamoyl phosphate synthase large chain,carB,Bacillus swezeyi,1925020,1071
A0A1R1Q770,A0A1R1Q770_9BACI,Xanthine phosphoribosyltransferase,xpt,Bacillus swezeyi,1925020,194
A0A1R1Q791,A0A1R1Q791_9BACI,serine-type D-Ala-D-Ala carboxypeptidase,,Bacillus swezeyi,1925020,441
A0A1R1Q7C5,A0A1R1Q7C5_9BACI,DNA helicase RecQ,,Bacillus swezeyi,1925020,591
A0A1R1Q7J2,A0A1R1Q7J2_9BACI,Serine--tRNA ligase,serS,Bacillus swezeyi,1925020,426
A0A1R1Q7L5,A0A1R1Q7L5_9BACI,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT,Bacillus swezeyi,1925020,196
A0A1R1Q8B3,A0A1R1Q8B3_9BACI,Lipoyl synthase,lipA,Bacillus swezeyi,1925020,298
A0A1R1Q8G4,A0A1R1Q8G4_9BACI,Holliday junction branch migration complex subunit RuvB,ruvB,Bacillus swezeyi,1925020,334
A0A1R1Q8G5,A0A1R1Q8G5_9BACI,D-aminoacyl-tRNA deacylase,dtd,Bacillus swezeyi,1925020,147
A0A1R1Q8Q8,A0A1R1Q8Q8_9BACI,Aspartate--tRNA ligase,aspS,Bacillus swezeyi,1925020,592
A0A1R1Q8T5,A0A1R1Q8T5_9BACI,Queuine tRNA-ribosyltransferase,tgt,Bacillus swezeyi,1925020,381
A0A1R1Q8W4,A0A1R1Q8W4_9BACI,Holliday junction branch migration complex subunit RuvA,ruvA,Bacillus swezeyi,1925020,201
A0A1R1Q8W6,A0A1R1Q8W6_9BACI,Histidine biosynthesis bifunctional protein HisIE,hisI,Bacillus swezeyi,1925020,209
A0A1R1Q992,A0A1R1Q992_9BACI,Histidinol dehydrogenase,hisD,Bacillus swezeyi,1925020,426
A0A1R1Q9B9,A0A1R1Q9B9_9BACI,Imidazole glycerol phosphate synthase subunit HisH,hisH,Bacillus swezeyi,1925020,212
A0A1R1Q9C7,A0A1R1Q9C7_9BACI,ATP-dependent Clp protease proteolytic subunit,clpP,Bacillus swezeyi,1925020,198
A0A1R1Q9M1,A0A1R1Q9M1_9BACI,Processive diacylglycerol beta-glucosyltransferase,ugtP,Bacillus swezeyi,1925020,383
A0A1R1Q9R6,A0A1R1Q9R6_9BACI,L-threonine dehydratase,ilvA,Bacillus swezeyi,1925020,422
A0A1R1Q9S5,A0A1R1Q9S5_9BACI,Dihydroxy-acid dehydratase,ilvD,Bacillus swezeyi,1925020,558
A0A1R1Q9V1,A0A1R1Q9V1_9BACI,Homoserine O-acetyltransferase,metAA,Bacillus swezeyi,1925020,302
A0A1R1Q9V7,A0A1R1Q9V7_9BACI,Isochorismate synthase MenF,menF,Bacillus swezeyi,1925020,474
A0A1R1QA48,A0A1R1QA48_9BACI,Phosphoenolpyruvate carboxykinase (ATP),pckA,Bacillus swezeyi,1925020,527
A0A1R1QA95,A0A1R1QA95_9BACI,o-succinylbenzoate synthase,menC,Bacillus swezeyi,1925020,369
A0A1R1QAB3,A0A1R1QAB3_9BACI,S-adenosylmethionine synthase,metK,Bacillus swezeyi,1925020,400
A0A1R1QAN3,A0A1R1QAN3_9BACI,3-dehydroquinate dehydratase,aroQ,Bacillus swezeyi,1925020,144
A0A1R1QAP9,A0A1R1QAP9_9BACI,DNA polymerase IV,dinB,Bacillus swezeyi,1925020,418
A0A1R1QAQ8,A0A1R1QAQ8_9BACI,Bifunctional protein FolD,folD,Bacillus swezeyi,1925020,282
A0A1R1QB87,A0A1R1QB87_9BACI,Malonate-semialdehyde dehydrogenase,iolA,Bacillus swezeyi,1925020,484
A0A1R1QBC6,A0A1R1QBC6_9BACI,DNA topoisomerase 4 subunit A,parC,Bacillus swezeyi,1925020,807
A0A1R1QBF1,A0A1R1QBF1_9BACI,Thymidylate synthase,thyA,Bacillus swezeyi,1925020,279
A0A1R1QBG6,A0A1R1QBG6_9BACI,LexA repressor,lexA,Bacillus swezeyi,1925020,207
A0A1R1QBH8,A0A1R1QBH8_9BACI,Transketolase,,Bacillus swezeyi,1925020,667
A0A1R1QBK5,A0A1R1QBK5_9BACI,DNA topoisomerase 4 subunit B,parE,Bacillus swezeyi,1925020,655
A0A1R1QBT9,A0A1R1QBT9_9BACI,Malonate-semialdehyde dehydrogenase,iolA,Bacillus swezeyi,1925020,485
A0A1R1QCI2,A0A1R1QCI2_9BACI,NAD kinase,nadK,Bacillus swezeyi,1925020,266
